final_text,label
laporan longsor mohon ijin melaporkan kejadian tanah longsor waktu kejadian minggu november sekitar pukul wib lokasi blok dusun cilengkrang rukun tetangga rukun warga ds suriamukti dan bukit diatas pemukiman kampung cibeunteur kecamatan surian kabupaten sumedangdampak jalan menuju akses desa suriamukti sepanjang kurang lebih m tertimbun longsoran tanah jalan desa suriamukti tidak bisa dilewati roda tiang kabel jalur pln terbawa dan tertimpa pepohonan kondisi terkini jalan dari jingkang menuju ds suriamukti belum dapat di lalui kendaraan roda akses jalan masih tertutup material longsoran tidak ada akses jalan yang lain menuju ds suriamukti kondisi saat ini listrik masih padam dikarenakan masih dilakukan perbaikan jalur listrik kronologi akibat dari cuaca extrim berupa hujan deras yang terus menerus sehingga longsoran membawa material tanah batu dan pohon menimpa jaringan listrik tegangan tinggi serta material tanah menutupi akses jalan jingkang suriamukti tinggi dari mahkota longsoran kurang lebih m,HIGH
laporan awal telah di temukan anak perempuan meninggal dunia di dusun maleber desa wado kecamatan wado kabupaten sumedang korban sedang mandi di pinggir sungai cimanuk bersama teman nya bertiga sdri temi thn dan sdri rere tahun korban mandi terpeleset dan masuk ke tempat yang dalam kurang lebih dua meter bekas pabrik aci tapi kedua temennya tidak bisa menolong dan tenggelam selamjutkan kedya temannya lari meminta tolong sehingga warga setempat bersama aparatur desa wado tiem bpbd dan anggota polsek wado mengecek langsung ke tkp langsung menghubungi inafis polres sumedang setelah pemeriksaan dari inafis polres sumedang korban akan di bawa ke lasem kab indramayu ke rumah kake nya sdr yaya akan di semayamkan di makan tpu indramayu,MEDIUM
bencana tebing longsor pada hari jum at tanggal oktober pukul wib petugas piket menerima laporan terjadinya bencana tebing longsor berupa material rumpun bambu dengan ketinggian meter serta lebar meter di dusun haur koneng rukun tetangga rukun warga desa ciherang,HIGH
unjuk rasa dari mahasiswa ikopin jatinangor dan upi sumedang mendesak dprd kabupaten sumedang untuk mendorong dpr ri mengesahkan ruu perampasan aset mendesak dprd kabupaten sumedang untuk mengutamakan kepentingan dan kesejahteraan masyarakat mendesak dprd kabupaten sumedang untuk memberikan kebijakan tentang perbaikan infrastruktur di kabupaten sumedang efisiensi anggaran di dprd kabupaten sumedang untuk mengutamakan kunjungan ke daerah pemilihan dibandingkan kunjungan ke luar daerah perbaikan sarana dan prasarana pendidikan di kabupaten sumedang lebih diutamakan dprd diharapkan menghimbau pemerintah daerah untuk memberikan pelayanan yang maksimal terutama di bidang kesehatan bpjs kesehatan diharapkan mampu melayani semua keluhan kesehatan penyakit yang dialami oleh masyarakat,MEDIUM
orang terlantar telah di temukan orang terlantar di daerah dusun pasir desa rancakalong sekitar pukul wib atas nama muhtar umur tahun alamat bekasi timur,MEDIUM
tidak mendapat kuota berobat ke poli dalam keluarga pasien a n ibu anah alamat tanjungsari mengajukan komplain ke humas bahwa tidak mendapat kuota berobat ke poli dalam rujukan faskes puskesmas tanjungsari,LOW
bencana longsor telah terjadi bencana tebing longsor di dusun haurkoneng rukun tetangga rukun warga desa ciherang pada tanggal oktober pukul wib,HIGH
kebakaran kebun bambu telah terjadi kebakaran kebun bambu di dusun popojok desa sukasirnarasa lec rancakalong,HIGH
lampu penerangan jalan padam kel regol wetan rukun tetangga rukun warga kec sumedang selatan lampu penerangan jalan disini dekat gedung scc mati sudah seminggu jalannya jadi gelap gulita rawan kecelakaan dan kejahatan,MEDIUM
permohonan dokumen kk menanyakan dokuen kk yang sudah pengajuan dan belum keterima,LOW
pengaduan kenapa adik saya ct scan di undur ini hari belum ada tindakan apa pun selain di infus keadaan adik saya urgent tidak sadarkan diri,HIGH
aduan dari kolektor pbb tentang sppt yang belum sampai ke wp aduan dari kolektor pbb tentang sppt yang belum sampai ke wp desa jingkang kecamatan tanjungmedar,LOW
permohonan pengkajian ulang mengenai rencana revitalisasi pasar cimalaka assalamualaikum warrohmatullohi wabarokatuhsemoga bapak dan keluarga beserta segenap jajaran staff pemerintah daerah kabupaten sumedangberada dalam lindungan dari alloh swt pertama tama izinkan kami memperkenalkan diri bahwa kami adalah segenap para pedagang pasardesa cimalaka yang tergabung dalam satu wadah yang bernama ikatan warga pasar cimalaka ikwapacdyang bertempat kedudukan di jalan raya cimalaka rukun tetangga rukun warga dusun pakemitan desa cimalaka kecamatan cimalaka sebelumnya perlu kami sampaikan kepada bapak bahwa kami sebagai warga yang tergabung dalamikwapaci dipandang perlu untuk memaparkan beberapa hal sebagai berikut mengenai rencana revitalisasipasar cimalaka diantaranya kami sangat menyetujui mendukung dan memberikan apresiasi terhadap rencana pemerintahan desasetempat perihal rencana revitalisasi pasar cimalaka sebab kelak kemudian hari jika terlaksana akansangat berpengaruh terhadap perkembangan iklim bisnis di wilayah desa cimalaka khususnya parapedagang yang menempati kios kios di tempat tersebut selain bangunan yang tertata rapi bersih jugatentunya menjadi nilai tambah dan akan ter ekspose secara baik mengingat pasar desa cimalaka adalahsuatu tempat yang dilalui oleh jalan nasional sumedang cirebon yang tentunya ini akan dapatmeningkatkan volume pembeli yang hendak berbelanja di pasar desa cimalaka namun sehubungan dengan rencana revitalisasi pasar cimalaka tersebut saat ini kami sebagai parapedagang melihat dan mengkaji beberapa hal yangdianggap telah terjadi kejanggalanterutama dalam prosesperencanaan awal hingga berjalannya beberapa tahap proses pengerjaan tempat penampungan berjualansementara tpbs yang bertempat di area alun alun kecamatan cimalaka diantaranya sebagai berikut pernah soriliebahwa dari mulai direncanakan dan atau pada saat menjadi wacana akan dilakukan revitalisasi pasarcimalaka kami selaku warga pasar tidak diberikan sosialisasi terlebih dahulu mengingat sosialisasiadalah hal yang sangat penting bagi kami sosialisasi mana alangkah lebih baiknya dipaparkanterlebih dahulu perihal rencana hingga aspek aspek positif atau aspek negatif yang kelak akan terjadikepada warga pedagang pasar pernah dilakukan sosialisasi namun pihak desa seolah olah telah menunjuk dan bekerjasama denganpihak ketiga yakni pt bangun bina persada yang berkantor dan bertempat kedudukan di kotabekasi sehingga pada saat kami diundang di kantor desa secara tiba tiba kami diperlihatkan siteplant dan gambar bangunan pasar yang baru bahkan seketika itu pula langsung dibuka pendaftaranbagi pedagang yang berminat untuk pembelian kios kios dengan kisaran harga rp tigapuluh juta rupiah per meter bahkan dibuka pula pendaftaran secara umum bagi peminat yang berdomisili di luar desa cimalaka dan sekitarnya yang selama ini telah menjadi pedagang tetap dipasar cimalaka serta secara langsung dumumkan dan disebar kepada seluruh pedagang tentu inisangat memberatkan bagi kami telah diterbitkannya barita acara yang memuat perihal harga kios dengan ketentuan sebesarrp lima belas juta rupiah per meter persegi hemat kami berita acara tersebut tidakbisa dijadikan landasan sebab pada saat itu hanya dihadiri oleh sembilan orang warga pegadang pasar yang hadir di ruang rapat kantor desa cimalaka sehingga tidak dapat memenuhi kuorum dalam menentukan suatu keputusan,MEDIUM
sarana prasarana pemakaian ac dan penambahan kipas angin karena ruangan cukup rerasa panas,LOW
revisi pembuatan kartu keluarga karena tidak sesuai dengan perohonan penerima layanan memberikan keterangan bahwa kartu keluarga yang dimohon nya tidak sesuai dengan permohonan yang dibuatnya,LOW
tebing longsor tebing longsor di dusun cikondang desa sukamaju tebing sekitar meter menimpa jalan provinsi subang sumedang tidak ada korban jiwa kejadian pukul wib,HIGH
keluhan hewan peliharaan spid maaf mau melaporkan keluhan masalah kucing punya orang lain yang di biarkan berkeliaran ke rumah orang dan selalu buang kotoran di rumah kami padahal yang punya nya jg sepertinya tau itu cuma di biarkan saja kami dan orang lain juga tidak bisa menegur karena namanya di kampung suka tidak terima kami sangat di repotkan yang setiap kali hrs membersihkannya di repotkan najis bakteri kotor dan bau yang punya rumah kondisi lagi sakit kronis dan usia lanjut maaf kami melaporkan ini karena kasian mohon untuk di tindak lanjuti mohon maaf jika brtanya yang punya kucing nya siapa mgkn kita tidak tau karena ada bbrapa yang punya kucing dan pada saat buang kotoran tidak ketauan alamat klrg bp idi rukun tetangga rukun warga no dusun pasireungit landeuh desa pasireungit kec paseh smdg,MEDIUM
pju di kelurahan situ depan sd cilengkrang lampu mati titik tolong segera diperbaiki karena bisa membahayakan pengguna jalan,MEDIUM
permintaan informasi terkait lowongan pekerjaan ijin bertanya bapak ibu kalau yang belum memiliki pengalaman sebagai spams dan pemberdayaan apakah bisa mendaftar atau tidak terimakasih bapak ibu,LOW
aplikasi sumedang tidak bisa di install aplikasinya tidak bisa di install keterangannya mengatakan bahwa aplikasi ini tidak tersedia untuk perangkat anda karena dibuat versi android yang lebih lama sedangkan punya ku menggunakan unit xiaomi pro max yang dikendarai dengan os android hyperos dan juga dibekali chipset qualcomm sm ac snapdragon elite gen nm hufft sayang sekali,LOW
bencana alam pada hari jumat tanggal oktober pukul wib menerima laporan longsor dan pohon tumbang di beberapa wilayah kec sumedang selatan,HIGH
laporan awal telah di temukan anak perempuan meninggal dunia di dusun maleber desa wado kecamatan wado kabupaten sumedang korban sedang mandi di pinggir sungai cimanuk bersama teman nya bertiga sdri temi thn dan sdri rere tahun korban mandi terpeleset dan masuk ke tempat yang dalam kurang lebih dua meter bekas pabrik aci tapi kedua temennya tidak bisa menolong dan tenggelam selamjutkan kedya temannya lari meminta tolong sehingga warga setempat bersama aparatur desa wado tiem bpbd dan anggota polsek wado mengecek langsung ke tkp langsung menghubungi inafis polres sumedang setelah pemeriksaan dari inafis polres sumedang korban akan di bawa ke lasem kab indramayu ke rumah kake nya sdr yaya akan di semayamkan di makan tpu indramayu,HIGH
jalan rusak di cilangkap desa sukajadi kec wado jalan rusak di daerah cilangkap desa sukajadi kec wado yang sedang ada proyek akibat jalan rusak takutnya terjadi kecelakaan lalulintas serta lampu penerangan jalan di sekitar jalan tersebut mati gelap mohon ditindaklanjuti,HIGH
informasi penyaluran bantuan benih ikan apakah ada bantuan benih ikan untuk orang sumedang berusaha di kota lain,LOW
pengaduan keluhan rawat jalan abis dirawat suruh kontrol k dokter penyakit dalam dalam keadaan hamil besar dengan resiko kontraksi prematur di bagian pendaftaran tertera loket dengan loket khusus prioritas termasuk bumil eh ternyata cuma pajangan faktanya bumil sama saja antri dengan umum dan loket tersebut tidak dibuka padahal petugasnya adaa lanjut selesai pendaftaran tensi pun antri dengan pasien umum lainya kirain antrii lama cuma smpe tensi faktanyaa lebih wooww lgi antri di pemeriksaan dokter dri jam smpe jam pemeriksaan belum mulaii haruss nunggu nyampe jamber inii,HIGH
banjir perumahan ikopin rukun tetangga hari jumat tgl des air sudah masuk rumah bapak hari ini selasa tgl des air sudah menggenang lagi bapak tapi alhamdulillah sudah surut warga rukun tetangga sudah berupaya mengurangi banjir tpi belum ad solusi dari pemerintah desa sayang untuk mengurangi mrngatasi banjir bapak,HIGH
laporan kejadian pergerakan tanah awal mula kejadian tersebut di picu oleh gempa bumi pada awal tahun dibagian belakang mengalami retak retak dan ambruk kemudian hari rabu oktober saat hujan turun dengan intensitas tinggi retakan tersebut bertambah mangakibatkan lantai mengalami anjlok kurang lebih cm serta dinding rumah mengalami ratakan kurang lebih cm cm pemilik rumah sempat melaporkan ke aparat desa namun belum ada tindak lanjut rina kurniawati kk jiwa,MEDIUM
galian kabel telkom galian kabel pihak penyedia jasa telekomunikasi tersebut yang melintasi saluran air kampung pawenang rukun tetangga rukun warga desa cikaramas kecamatan tanjungmedar kabupaten sumedang tidak tertanam di bawah permukaan tanah sehingga menyebabkan aliran air sungai tersebut tersendat dan menyebabkan permukaan air meluap banjir ke rumah warga sekitar,MEDIUM
renstra pemerintah kabupaten sumedang untuk mengetahui rencana dan program pemerintah dalam tahun kedepan,LOW
pengamen anak punk di lampu merah meresahkan yth bupati sumedang saya warga sumedang merasakan resah dengan adanya pengamen anak punk di lampu merah ojolali sumedang utara di cilindri cimalaka dan masuk ke pasar cimalaka mohon ditertibkan bapak karena masyarakat sering merasakan ketidak nyamanan takut karena penampilan anak punk yang kurang sopan hatur nuhun bapak bupati salam sehat semoga bapak bupati dan jajarannya sehat,MEDIUM
legalisir ijazah akademik saya lulusan akademik bsi jakarta apakah bisa mendapat kan legalisir ijazah di dinas pendidikan kab sumedang,LOW
permohonan tindak lanjut sumedang oktober sifat segera perihal permohonan tindaklanjut kepada yth disnakertrans provinsi jawa barat ditempat assalamualaikum wr wb salam sejahtera melalui surat ini kami ex karyawan pt citra karya jabar tol yang berada di kabupaten sumedang yang di phk sepihak pada september memohon bantuannya kepada disnakertrans provinsi jawa barat agar segera menindaklanjuti laporan kami terkait pesangon untuk karyawan yang belum dibayarkan oleh pihak perusahaan pt citra karya jabar tol kepada seluruh ex karyawan yang di phk sepihak pada tanggal september kami sudah melakukan audensi dengan disnakertrans sumedang dan dprd kabupaten sumedang disnakertrans sumedang menyatakan bahwa pihak pt ckjt wajib ngasih pesangon tersebut kepada ex karyawan dan disnakertrans sumedang juga menyatakan bahawa kami bekerja selama tahun ternyata ilegal karena tidak teregistrasi atau tidak tercatat di disnakertrans sumedang dan pada waktu kami masih bekerja terjadi pemotongan gaji setengah oleh pihak perusahaan kejadian tersebut mendekati lebaran idul fitri pihak sdm menyatakan bahwa potongan gaji tersebut akan di bayar kalau karyawan keluar atau habis kontrak tetapi setelah karyawan keluar atau habis kontrak sisa gaji tersebut tidak dikasih dan masih banyak lagi kejadian yang melanggar hukum dan undang undang ketenagakerjaan berikut kami lampirkan orang orang yang di phk sepihak demikian surat ini kami sampaikan besar harapan kami semoga disnakertrans segera menindaklanjuti laporan ini terimakasih atas perhatiannya wassalamu alaikum wr wb,MEDIUM
jalan berlubang besar di belakang apartemen pinewood jatos jatinangor sudah cukup lama jalan di depan pintu keluar apartemen pinewood jatos jatinangor berlubang saat ini area yang rusak makin luas dan dalam dan sampai laporan ini dibuat belum terlihat ada penanganan yang sifatnya sementara jangka pendek maupun jangka panjang dari pemerintah provinsi jawa barat pemkab sumedang ataupun pemerintah kecamatan setempat efek dari jalan rusak berlubang tersebut menimbulkan kemacetan saat jam sibuk menimbulkan genangan air yang cukup dalam saat hujan berisiko terjadi kecelakaan khususnya bagi pengendara sepeda motor yang belum mengenal medan lokasi kejadian kabupaten sumedang jatinangor sayang jalan sayang belakang apartemen pinewood jatos pintu keluar belakang kewenangan pemerintah kabupaten sumedang,MEDIUM
